id,date_posted,district,okrug,lat,lon,total_area,living_area,kitchen_area,rooms,floor,total_floors,building_year,building_type,ceiling_height,has_balcony,renovation,metro_station,metro_line,metro_distance_min,metro_distance_type,to_center_km,price_rub,price_per_sqm,mortgage_rate_at_listing,seller_type
S022745,2021-04-22,Kotlovka,YuZAO,55.68645,37.57781,76.7,50.7,12.6,3,1,12,2005,monolith,3.0,False,euro,Park Pobedy,Arbatsko-Pokrovskaya,44,transport,7.97,16466000,214600,11.0,agency
S022746,2025-06-17,Bogorodskoye,VAO,55.80663,37.72895,45.1,28.0,13.1,1,17,17,1958,brick,2.7,True,no_renovation,Sokolniki,Sokolnicheskaya,21,transport,8.95,8431000,187100,23.5,agency
S022747,2020-06-10,Biryulyovo Vostochnoye,YuAO,55.56825,37.68114,92.3,61.9,13.1,4,22,22,1982,brick,2.8,True,no_renovation,Kievskaya,Koltsevaya,84,transport,20.99,7851000,85100,6.75,owner
S022748,2024-08-03,Donskoy,YuAO,55.72255,37.59623,93.7,54.3,13.3,4,1,22,2018,monolith,2.8,False,cosmetic,Shabolovskaya,Kaluzhsko-Rizhskaya,12,walk,3.81,26581000,283600,18.5,owner
S022749,2021-11-17,Begovoy,SAO,55.77621,37.56085,49.4,34.5,10.4,1,2,12,2000,brick,2.7,False,cosmetic,Polezhaevskaya,Tagansko-Krasnopresnenskaya,28,walk,4.5,9863000,199700,11.0,agency
S022750,2021-08-23,Severnoye Tushino,SZAO,55.85488,37.41549,55.1,31.2,8.5,1,14,25,1965,khrushchev,2.7,True,euro,Strogino,Arbatsko-Pokrovskaya,30,transport,17.05,9068000,164500,11.0,agency
S022751,2022-12-01,Zyuzino,YuZAO,55.66401,37.57739,79.7,55.5,12.4,3,17,17,1947,stalin,3.5,True,euro,Okhotny Ryad,Sokolnicheskaya,49,transport,10.36,22643000,284200,10.0,agency
S022752,2022-10-26,Alekseevsky,SVAO,55.81027,37.65038,54.1,31.1,12.2,1,15,22,2010,monolith,2.5,True,euro,Chekhovskaya,Serpukhovsko-Timiryazevskaya,30,transport,6.54,14181000,262100,10.0,owner
S022753,2024-12-19,Filimonkovskoye,NAO,55.54664,37.37083,44.4,25.4,6.7,1,18,22,2009,monolith,2.8,False,cosmetic,Yugo-Zapadnaya,Sokolnicheskaya,55,transport,27.88,4609000,103700,23.5,agency
S022754,2023-12-22,Kokoshkino,NAO,55.67412,37.21579,98.0,59.3,14.3,4,15,17,2019,monolith,2.7,True,euro,Sportivnaya,Sokolnicheskaya,104,transport,26.88,11409000,116400,15.5,owner
S022755,2021-02-25,Ryazanovskoye,NAO,55.46486,37.51285,49.4,32.1,11.0,1,3,9,1976,brick,2.5,False,cosmetic,Okhotny Ryad,Sokolnicheskaya,134,transport,32.85,3899000,78900,6.75,owner
S022756,2026-02-15,Ramenki,ZAO,55.69321,37.52113,43.3,28.4,7.0,1,17,25,2011,monolith,3.2,False,cosmetic,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,41,transport,9.19,13406000,309500,19.5,agency
S022757,2020-02-25,Pervomayskoye,TAO,55.44717,37.06801,85.8,55.0,11.5,3,11,25,2012,monolith,3.0,True,cosmetic,Sokolniki,Sokolnicheskaya,214,transport,48.67,3650000,42500,8.5,agency
S022758,2025-10-15,Desyonovskoye,NAO,55.5026,37.46872,80.1,51.4,16.0,3,5,17,1956,stalin,3.2,False,euro,Kropotkinskaya,Sokolnicheskaya,109,transport,29.53,12573000,156900,19.5,agency
S022759,2021-11-19,Filyovsky Park,ZAO,55.72541,37.45511,71.1,42.0,10.8,2,8,9,1990,panel,2.5,True,cosmetic,Nagornaya,Serpukhovsko-Timiryazevskaya,52,transport,10.85,14932000,210000,11.0,agency
S022760,2024-11-27,Brateyevo,YuAO,55.63811,37.76935,55.8,35.8,9.9,1,7,17,1965,khrushchev,2.8,True,cosmetic,Ploshchad Ilyicha,Kalininskaya,51,transport,15.89,6555000,117500,23.5,agency
S022761,2023-03-15,Orekhovo-Borisovo Yuzhnoye,YuAO,55.60901,37.73762,64.7,44.7,9.7,3,2,5,1966,khrushchev,2.8,False,cosmetic,Kantemirovskaya,Zamoskvoretskaya,21,transport,17.7,7220000,111600,10.0,agency
S022762,2022-01-17,Cheryomushki,YuZAO,55.679,37.54238,90.0,60.3,13.9,4,4,25,2022,monolith,2.7,True,cosmetic,Novye Cheryomushki,Kaluzhsko-Rizhskaya,5,walk,9.67,29488000,327500,22.5,owner
S022763,2022-10-08,Mozhaysky,ZAO,55.71325,37.40022,45.1,30.9,7.2,1,1,5,1955,stalin,3.0,True,cosmetic,Nagatinskaya,Serpukhovsko-Timiryazevskaya,69,transport,14.53,8851000,196400,10.0,agency
S022764,2022-07-18,Butyrsky,SVAO,55.80379,37.60171,55.3,31.5,13.9,1,9,9,2000,modern_panel,2.8,True,euro,Dinamo,Zamoskvoretskaya,17,transport,5.67,12308000,222800,12.0,owner
S022765,2024-02-10,Shchukino,SZAO,55.79918,37.47385,78.4,51.2,14.1,2,4,5,1955,stalin,3.5,True,cosmetic,Shchukinskaya,Tagansko-Krasnopresnenskaya,7,walk,10.48,32255000,411400,18.5,owner
S022766,2023-12-05,Yaroslavsky,SVAO,55.88608,37.72675,71.9,40.0,8.3,3,6,9,1966,khrushchev,3.0,True,designer,Elektrozavodskaya,Arbatsko-Pokrovskaya,43,transport,16.12,12409000,172600,15.5,owner
S022767,2021-09-16,Gagarinsky,YuZAO,55.70515,37.56407,48.8,30.5,8.7,1,12,25,1993,panel,2.8,True,no_renovation,Teatralnaya,Zamoskvoretskaya,32,transport,6.48,9642000,197600,11.0,owner
S022768,2024-04-05,Butyrsky,SVAO,55.81368,37.60572,69.8,45.8,15.8,2,2,22,2023,monolith,2.5,True,euro,Shchukinskaya,Tagansko-Krasnopresnenskaya,34,transport,6.71,17791000,254900,18.5,agency
S022769,2020-01-22,Sokol,SAO,55.79327,37.5249,95.2,53.5,17.2,3,8,9,1990,panel,2.7,False,euro,Sokol,Zamoskvoretskaya,8,walk,7.43,20982000,220400,8.5,agency
S022770,2022-11-18,Troparyovo-Nikulino,ZAO,55.63974,37.49161,56.9,36.0,11.4,2,2,9,2000,modern_panel,2.7,False,cosmetic,Belorusskaya,Koltsevaya,62,transport,15.06,13622000,239400,10.0,agency
S022771,2024-07-09,Orekhovo-Borisovo Severnoye,YuAO,55.64064,37.69572,68.7,43.0,16.2,2,6,9,1964,khrushchev,2.7,False,no_renovation,Prospekt Vernadskogo,Sokolnicheskaya,62,transport,13.44,6985000,101600,18.5,owner
S022772,2020-12-04,Yuzhnoye Medvedkovo,SVAO,55.87511,37.63016,51.2,31.9,6.3,1,11,25,1959,brick,2.5,True,cosmetic,Sviblovo,Kaluzhsko-Rizhskaya,34,transport,13.49,5894000,115200,6.75,owner
S022773,2024-10-13,Marfino,SVAO,55.84568,37.5929,86.8,55.0,16.6,3,1,9,1977,panel,3.0,False,euro,Chistye Prudy,Sokolnicheskaya,39,transport,10.35,13431000,154800,23.5,owner
S022774,2024-02-23,Akademichesky,YuZAO,55.67107,37.56756,50.5,34.3,10.4,2,9,9,1990,panel,2.7,True,cosmetic,Profsoyuznaya,Kaluzhsko-Rizhskaya,18,transport,9.8,13303000,263400,18.5,agency
S022775,2025-09-13,Levoberezhny,SAO,55.83624,37.46472,60.4,34.5,8.7,2,1,5,1991,panel,2.7,True,no_renovation,Rechnoy Vokzal,Zamoskvoretskaya,15,transport,13.38,9827000,162700,19.5,agency
S022776,2020-03-22,Ryazanovskoye,NAO,55.47145,37.5059,48.7,33.0,10.4,1,12,17,2014,monolith,3.0,True,cosmetic,Vystavochnaya,Filyovskaya,131,transport,32.23,3345000,68700,8.5,owner
S022777,2023-09-12,Presnensky,CAO,55.75719,37.60058,55.3,35.6,11.5,2,11,17,1997,brick,2.8,True,designer,Krasnopresnenskaya,Koltsevaya,5,walk,1.32,44070000,796800,15.5,agency
S022778,2025-01-11,Tverskoy,CAO,55.73754,37.59572,76.6,45.4,13.5,3,11,22,2014,modern_panel,2.5,True,euro,Lubyanka,Sokolnicheskaya,19,transport,2.4,47619000,621900,23.5,owner
S022779,2024-08-09,Novokosino,VAO,55.72991,37.85455,62.8,37.6,9.3,2,3,5,2006,brick,2.7,True,cosmetic,Novogireyevo,Kalininskaya,16,transport,14.87,12988000,206800,18.5,owner
S022780,2022-12-01,Khamovniki,CAO,55.72766,37.57653,91.2,51.4,15.2,3,3,12,2011,modern_panel,3.2,True,designer,Park Kultury,Koltsevaya,15,walk,4.02,68643000,752800,10.0,agency
S022781,2020-12-18,Zamoskvorechye,CAO,55.73987,37.62295,73.2,50.3,8.1,2,5,5,1953,brick,2.7,True,cosmetic,Dubrovka,Lyublinsko-Dmitrovskaya,21,transport,1.57,26156000,357300,6.75,agency
S022782,2021-06-28,Sokolniki,VAO,55.78713,37.69294,64.0,36.5,12.3,2,1,5,1972,khrushchev,3.0,False,no_renovation,Mendeleevskaya,Serpukhovsko-Timiryazevskaya,29,transport,5.83,8624000,134700,11.0,agency
S022783,2021-10-21,Yaroslavsky,SVAO,55.86247,37.69242,73.1,46.1,8.6,2,16,25,2003,monolith,2.8,False,cosmetic,Komsomolskaya,Koltsevaya,53,transport,12.88,11028000,150800,11.0,agency
S022784,2022-06-08,Nagorny,YuAO,55.66394,37.61961,78.7,53.7,12.6,2,5,9,2003,monolith,2.7,True,cosmetic,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,21,walk,10.0,17769000,225700,12.0,agency
S022785,2023-01-22,Meshchansky,CAO,55.76336,37.6697,71.7,47.3,9.2,2,1,5,2024,monolith,2.7,True,euro,Sukharevskaya,Kaluzhsko-Rizhskaya,11,walk,3.23,37115000,517500,10.0,owner
S022786,2022-08-21,Ramenki,ZAO,55.70736,37.46642,44.5,30.7,6.5,1,4,9,2003,monolith,2.7,True,cosmetic,Universitet,Sokolnicheskaya,28,walk,10.96,12404000,278600,12.0,owner
S022787,2022-05-14,Rogovskoye,TAO,55.25036,37.02499,91.6,54.8,13.3,3,1,9,2001,modern_panel,2.5,True,cosmetic,Sportivnaya,Sokolnicheskaya,250,transport,67.4,3994000,43600,12.0,agency
S022788,2022-11-24,Novokosino,VAO,55.73641,37.90335,53.0,30.5,8.9,1,1,5,1952,brick,3.2,False,cosmetic,Komsomolskaya,Koltsevaya,60,transport,17.79,7629000,143900,10.0,agency
S022789,2022-10-04,Mozhaysky,ZAO,55.71715,37.42844,72.5,43.5,8.7,2,9,9,1984,panel,3.0,False,cosmetic,Molodyozhnaya,Arbatsko-Pokrovskaya,23,transport,12.72,11673000,161100,10.0,agency
S022790,2023-01-01,Sokolniki,VAO,55.78784,37.67425,61.9,39.2,11.2,2,16,22,2004,monolith,2.5,True,euro,Chistye Prudy,Sokolnicheskaya,25,transport,5.04,21011000,339600,10.0,owner
S022791,2023-01-29,Biryulyovo Zapadnoye,YuAO,55.5641,37.63374,37.9,21.5,10.3,1,15,17,1969,panel,2.8,True,no_renovation,Yuzhnaya,Serpukhovsko-Timiryazevskaya,18,transport,21.12,4535000,119600,10.0,owner
S022792,2020-02-17,Khamovniki,CAO,55.76793,37.5708,61.2,41.4,8.8,2,3,17,1981,panel,2.5,True,cosmetic,Troparyovo,Sokolnicheskaya,51,transport,3.5,16287000,266200,8.5,agency
S022793,2020-06-15,Novo-Peredelkino,ZAO,55.65943,37.34313,55.8,36.3,12.5,2,9,9,1957,brick,2.7,True,no_renovation,Rimskaya,Lyublinsko-Dmitrovskaya,94,transport,20.32,5357000,96100,6.75,agency
S022794,2022-07-08,Shcherbinka,NAO,55.52961,37.57245,49.0,29.7,6.2,1,9,22,2007,monolith,2.5,True,cosmetic,Preobrazhenskaya Ploshchad,Sokolnicheskaya,143,transport,25.12,5590000,114100,12.0,owner
S022795,2020-04-02,Novo-Peredelkino,ZAO,55.65457,37.32649,62.2,43.2,11.1,2,5,5,2022,modern_panel,2.5,False,euro,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,90,transport,21.49,8696000,139800,6.75,agency
S022796,2025-06-11,Bogorodskoye,VAO,55.80411,37.73336,60.7,35.5,6.0,1,4,9,2018,monolith,2.7,True,cosmetic,Studencheskaya,Filyovskaya,64,transport,8.98,11553000,190500,23.5,agency
S022797,2024-04-03,Chertanovo Tsentralnoye,YuAO,55.61478,37.60401,61.0,35.0,10.7,2,14,25,2007,modern_panel,2.8,False,cosmetic,Chkalovskaya,Lyublinsko-Dmitrovskaya,62,transport,15.51,8531000,139700,18.5,owner
S022798,2023-08-21,Severnoye Medvedkovo,SVAO,55.87317,37.65304,51.9,28.7,11.0,2,2,9,1962,khrushchev,2.7,True,cosmetic,Okhotny Ryad,Sokolnicheskaya,62,transport,13.41,7323000,141200,15.5,owner
S022799,2024-09-04,Khoroshyovo-Mnyovniki,SZAO,55.77937,37.4714,64.7,40.1,12.7,2,7,9,2013,monolith,3.0,True,cosmetic,Sapyornoye Pole,Bolshaya Koltsevaya,26,transport,9.77,18617000,287900,18.5,owner
S022800,2020-09-18,Orekhovo-Borisovo Severnoye,YuAO,55.6373,37.74809,84.0,53.4,12.0,3,3,12,1979,brick,2.8,True,cosmetic,Tulskaya,Serpukhovsko-Timiryazevskaya,48,transport,15.22,8474000,100900,6.75,agency
S022801,2021-06-21,Novo-Peredelkino,ZAO,55.671,37.35734,35.4,21.5,13.7,1,3,12,2005,modern_panel,3.0,True,cosmetic,Shchukinskaya,Tagansko-Krasnopresnenskaya,76,transport,18.9,5173000,146200,11.0,agency
S022802,2024-09-30,Orekhovo-Borisovo Yuzhnoye,YuAO,55.61361,37.71453,65.8,39.0,11.0,2,2,9,2003,brick,2.7,True,cosmetic,Prospekt Mira,Koltsevaya,81,transport,16.67,10224000,155500,18.5,agency
S022803,2020-01-18,Khoroshyovo-Mnyovniki,SZAO,55.76438,37.48027,66.8,39.9,10.6,2,9,17,2010,modern_panel,2.7,True,cosmetic,Kurskaya,Koltsevaya,51,transport,8.87,9327000,139600,8.5,agency
S022804,2025-11-14,Donskoy,YuAO,55.69412,37.62235,65.7,44.7,15.1,2,8,25,2024,modern_panel,2.8,True,euro,Tulskaya,Serpukhovsko-Timiryazevskaya,13,walk,6.65,28718000,437100,19.5,agency
S022805,2026-02-09,Savyolovsky,SAO,55.78296,37.55647,119.1,78.3,16.7,5,9,9,1981,brick,2.5,True,cosmetic,Begovaya,Tagansko-Krasnopresnenskaya,17,transport,5.16,32355000,271700,19.5,agency
S022806,2025-06-18,Yakimanka,CAO,55.76365,37.58077,59.3,38.9,10.2,1,12,17,2021,modern_panel,2.7,False,cosmetic,Shchukinskaya,Tagansko-Krasnopresnenskaya,57,transport,2.73,24446000,412100,23.5,agency
S022807,2020-05-24,Filyovsky Park,ZAO,55.74144,37.46309,56.0,33.0,12.4,2,6,12,2016,modern_panel,3.0,True,cosmetic,Kantemirovskaya,Zamoskvoretskaya,70,transport,9.97,10455000,186500,6.75,agency
S022808,2020-03-16,Dmitrovsky,SAO,55.89726,37.53188,57.0,32.5,8.8,2,4,5,1982,brick,2.8,True,cosmetic,Teatralnaya,Zamoskvoretskaya,59,transport,16.88,5749000,100900,8.5,owner
S022809,2023-07-16,Sokolniki,VAO,55.79325,37.6851,44.6,25.7,8.4,2,8,9,2021,monolith,2.5,True,no_renovation,Sokolniki,Sokolnicheskaya,6,walk,5.94,13028000,291900,15.5,agency
S022810,2022-08-18,Lianozovo,SVAO,55.89388,37.58277,92.3,55.5,14.5,4,11,12,1995,panel,2.7,True,designer,Partizanskaya,Arbatsko-Pokrovskaya,74,transport,15.74,15435000,167300,12.0,agency
S022811,2020-07-10,Orekhovo-Borisovo Severnoye,YuAO,55.60113,37.71002,76.8,52.7,12.6,2,9,9,1977,panel,2.7,True,no_renovation,Profsoyuznaya,Kaluzhsko-Rizhskaya,53,transport,17.89,6267000,81600,6.75,agency
S022812,2022-06-03,Metrogorodok,VAO,55.82364,37.75393,96.1,57.7,11.9,3,1,22,1962,brick,2.7,True,euro,Sretensky Bulvar,Lyublinsko-Dmitrovskaya,40,transport,11.38,12368000,128700,12.0,owner
S022813,2023-05-20,Zamoskvorechye,CAO,55.73745,37.65705,106.1,62.4,14.4,4,4,9,2017,monolith,2.8,True,cosmetic,Novokuznetskaya,Zamoskvoretskaya,10,walk,2.91,66803000,629900,10.0,owner
S022814,2020-01-20,Lianozovo,SVAO,55.91287,37.56549,26.9,18.0,10.4,1,4,9,2011,modern_panel,3.0,True,cosmetic,Trubnaya,Lyublinsko-Dmitrovskaya,67,transport,18.01,2748000,102300,8.5,owner
S022815,2020-10-18,Yuzhnoye Medvedkovo,SVAO,55.87686,37.64767,63.3,42.9,9.0,1,12,25,1974,brick,2.8,True,euro,Smolenskaya (AP),Arbatsko-Pokrovskaya,62,transport,13.78,8708000,137500,6.75,agency
S022816,2020-01-13,Moskvorechye-Saburovo,YuAO,55.63443,37.66912,46.7,28.5,9.9,1,3,25,2023,monolith,2.8,True,no_renovation,Borovitskaya,Serpukhovsko-Timiryazevskaya,51,transport,13.63,4668000,100000,8.5,agency
S022817,2020-02-15,Yakimanka,CAO,55.72192,37.60176,67.0,45.2,9.3,2,3,9,1977,panel,2.7,False,no_renovation,Oktyabrskaya,Koltsevaya,6,walk,3.75,21454000,320300,8.5,agency
S022818,2020-12-09,Butyrsky,SVAO,55.8072,37.61336,93.0,54.2,15.8,4,17,22,1995,panel,2.8,False,cosmetic,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,15,walk,5.95,16121000,173400,6.75,agency
S022819,2021-02-03,Yaroslavsky,SVAO,55.87608,37.69594,61.6,34.0,12.2,2,2,5,2007,monolith,2.7,False,designer,Troparyovo,Sokolnicheskaya,120,transport,14.37,9766000,158600,6.75,agency
S022820,2022-03-11,Prospekt Vernadskogo,ZAO,55.65562,37.50301,61.3,42.3,9.2,2,1,5,1984,brick,2.8,False,cosmetic,Prospekt Vernadskogo,Sokolnicheskaya,13,walk,13.19,17676000,288200,22.5,agency
S022821,2021-08-04,Bogorodskoye,VAO,55.81442,37.69706,53.5,35.0,11.0,1,9,9,1991,brick,2.7,True,cosmetic,Troparyovo,Sokolnicheskaya,102,transport,8.25,7797000,145900,11.0,agency
S022822,2020-12-06,Severnoye Medvedkovo,SVAO,55.90526,37.63172,64.2,40.0,11.9,2,5,25,2023,monolith,2.7,True,no_renovation,VDNKh,Kaluzhsko-Rizhskaya,34,transport,16.84,8484000,132200,6.75,owner
S022823,2022-09-16,Voykovsky,SAO,55.83004,37.46395,83.7,48.1,15.0,3,1,12,1961,brick,2.8,True,designer,Voykovskaya,Zamoskvoretskaya,8,walk,12.95,26110000,311800,12.0,agency
S022824,2023-01-06,Yasenevo,YuZAO,55.61195,37.53559,54.8,32.4,12.2,2,2,5,2007,monolith,2.8,False,no_renovation,Yasenevo,Kaluzhsko-Rizhskaya,3,walk,16.66,15972000,291400,10.0,agency
S022825,2024-05-04,Orekhovo-Borisovo Yuzhnoye,YuAO,55.62891,37.72862,43.5,24.6,13.6,1,22,25,1961,khrushchev,2.8,True,no_renovation,Profsoyuznaya,Kaluzhsko-Rizhskaya,52,transport,15.45,4391000,101000,18.5,agency
S022826,2020-12-29,Akademichesky,YuZAO,55.68357,37.55637,72.8,40.3,11.4,2,7,9,1992,panel,2.7,False,cosmetic,Taganskaya,Koltsevaya,40,transport,8.8,13060000,179500,6.75,agency
S022827,2023-11-02,Mikhaylovo-Yartsevskoye,TAO,55.41141,37.18681,61.7,41.1,7.6,1,3,9,1958,khrushchev,2.8,True,no_renovation,Komsomolskaya,Koltsevaya,200,transport,46.84,2412000,39100,15.5,agency
S022828,2025-08-12,Savyolovsky,SAO,55.77532,37.59158,72.8,47.2,7.6,2,8,12,1959,khrushchev,2.5,True,cosmetic,Kropotkinskaya,Sokolnicheskaya,28,transport,3.0,13232000,181800,19.5,agency
S022829,2020-11-05,Strogino,SZAO,55.80219,37.40822,78.7,47.7,14.0,3,3,9,2008,modern_panel,2.5,True,cosmetic,Strogino,Arbatsko-Pokrovskaya,4,walk,14.34,19314000,245300,6.75,agency
S022830,2021-01-07,Moskovsky,NAO,55.59962,37.31505,43.2,26.1,11.4,1,4,5,1957,stalin,3.5,False,no_renovation,Bagrationovskaya,Filyovskaya,83,transport,25.73,3671000,85000,6.75,agency
S022831,2021-08-25,Losinoostrovsky,SVAO,55.87113,37.70405,95.3,65.3,12.3,5,4,9,1965,khrushchev,2.8,True,no_renovation,Novokuznetskaya,Zamoskvoretskaya,67,transport,14.04,8521000,89400,11.0,agency
S022832,2024-07-31,Solntsevo,ZAO,55.64751,37.36366,74.8,45.2,10.9,2,18,22,1969,panel,3.0,False,no_renovation,Kitay-Gorod,Kaluzhsko-Rizhskaya,81,transport,19.99,10950000,146300,18.5,agency
S022833,2024-03-30,Kievsky,TAO,55.40557,36.76202,66.8,41.5,12.4,2,3,5,2014,monolith,2.5,True,no_renovation,Dinamo,Zamoskvoretskaya,274,transport,66.44,3383000,50600,18.5,owner
S022834,2026-04-28,Vnukovskoye,NAO,55.6661,37.29891,63.5,37.5,10.2,2,24,25,1969,panel,2.8,False,designer,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,95,transport,22.4,8265000,130100,19.5,agency
S022835,2021-04-01,Mitino,SZAO,55.82627,37.35238,41.4,27.9,11.7,1,6,25,2018,modern_panel,2.7,True,euro,Sokol,Zamoskvoretskaya,47,transport,18.61,6512000,157300,11.0,agency
S022836,2025-10-30,Timiryazevsky,SAO,55.83171,37.57967,55.6,34.5,8.2,1,1,5,1944,stalin,3.0,True,designer,Tyoply Stan,Kaluzhsko-Rizhskaya,97,transport,9.03,15714000,282800,19.5,owner
S022837,2024-06-13,Ramenki,ZAO,55.68573,37.48729,84.6,52.9,12.0,3,11,25,2014,modern_panel,2.8,True,euro,Kropotkinskaya,Sokolnicheskaya,38,transport,11.29,30668000,362700,18.5,owner
S022838,2020-03-21,Obruchevsky,YuZAO,55.67073,37.57667,71.4,46.9,9.1,2,15,22,2005,brick,2.7,True,no_renovation,Ploshchad Ilyicha,Kalininskaya,53,transport,9.65,9718000,136200,8.5,owner
S022839,2020-07-26,Khoroshyovsky,SAO,55.76572,37.55234,54.6,32.3,12.4,1,7,9,1969,panel,2.8,False,no_renovation,Bagrationovskaya,Filyovskaya,21,transport,4.48,8922000,163300,6.75,owner
S022840,2024-03-18,Ostankinsky,SVAO,55.83283,37.58432,76.8,53.6,11.3,3,5,5,1963,khrushchev,3.0,False,euro,Pushkinskaya,Tagansko-Krasnopresnenskaya,32,transport,9.07,12636000,164600,18.5,agency
S022841,2022-02-04,Khoroshyovsky,SAO,55.78419,37.54456,60.7,40.3,9.1,2,1,9,2004,modern_panel,2.8,True,designer,Krasnopresnenskaya,Koltsevaya,21,transport,5.84,20449000,336600,22.5,agency
S022842,2020-03-19,Aeroport,SAO,55.83306,37.58265,71.4,47.1,7.4,2,5,17,1966,panel,3.0,True,cosmetic,Krasnopresnenskaya,Koltsevaya,26,transport,9.12,9251000,129500,8.5,owner
S022843,2023-06-22,Lomonosovsky,YuZAO,55.70481,37.51486,72.1,40.2,11.8,2,9,9,1972,panel,2.5,False,designer,Pionerskaya,Filyovskaya,30,transport,8.59,24060000,333600,10.0,agency
S022844,2024-12-09,Babushkinsky,SVAO,55.89133,37.65364,48.4,28.0,9.2,1,21,22,1963,khrushchev,2.5,False,euro,Prospekt Mira,Koltsevaya,42,transport,15.42,7151000,147600,23.5,agency
S022845,2023-10-11,Perovo,VAO,55.77903,37.79931,56.8,33.0,8.5,1,18,25,2022,modern_panel,3.2,False,no_renovation,Perovo,Kalininskaya,2,walk,11.51,14550000,256100,15.5,agency
S022846,2025-08-08,Zelenograd,ZelAO,55.98026,37.17998,95.1,66.3,9.7,4,12,12,1966,panel,3.0,False,euro,Sokolniki,Sokolnicheskaya,157,transport,37.28,8142000,85600,19.5,agency
S022847,2020-08-08,Basmanny,CAO,55.76678,37.66856,44.7,30.3,8.0,1,5,17,2016,monolith,2.7,True,no_renovation,Novoslobodskaya,Koltsevaya,26,transport,3.31,11252000,252000,6.75,agency
S022848,2021-04-13,Voronovskoye,TAO,55.32856,37.20448,46.5,27.5,12.9,2,6,9,2018,monolith,2.8,True,designer,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,258,transport,54.06,3029000,65100,11.0,agency
S022849,2025-05-17,Zyablikovo,YuAO,55.60702,37.76826,60.1,34.4,11.5,2,13,17,1986,brick,2.7,True,cosmetic,Tekstilshchiki,Tagansko-Krasnopresnenskaya,50,transport,18.77,7960000,132600,23.5,agency
S022850,2020-08-26,Troitsk,TAO,55.48494,37.30065,62.2,40.8,9.1,1,2,9,2006,monolith,3.0,True,cosmetic,Lubyanka,Sokolnicheskaya,153,transport,36.04,4016000,64600,6.75,agency
S022851,2024-03-24,Brateyevo,YuAO,55.63223,37.71761,51.1,34.2,8.7,1,3,22,1991,brick,2.8,True,euro,Chkalovskaya,Lyublinsko-Dmitrovskaya,64,transport,14.83,9659000,189200,18.5,agency
S022852,2021-12-25,Vnukovo,ZAO,55.6571,37.26747,43.9,30.5,12.8,1,4,5,2021,modern_panel,2.7,True,designer,Universitet,Sokolnicheskaya,75,transport,24.62,7762000,177000,11.0,agency
S022853,2022-06-02,Vostochny,VAO,55.82436,37.86792,67.6,42.2,12.0,2,6,9,1970,khrushchev,2.8,True,cosmetic,Teatralnaya,Zamoskvoretskaya,72,transport,17.32,7108000,105100,12.0,agency
S022854,2024-12-15,Donskoy,YuAO,55.71699,37.60794,76.2,42.7,14.2,3,5,5,1960,brick,2.5,True,euro,Shabolovskaya,Kaluzhsko-Rizhskaya,16,transport,4.18,26927000,353500,23.5,owner
S022855,2021-01-10,Voykovsky,SAO,55.8196,37.48614,79.3,51.1,13.5,3,9,17,1972,panel,2.7,True,cosmetic,Voykovskaya,Zamoskvoretskaya,7,walk,11.15,15081000,190100,6.75,owner
S022856,2023-08-17,Zapadnoye Degunino,SAO,55.83763,37.53514,46.9,31.2,6.0,1,11,12,1967,panel,2.8,True,cosmetic,Shchukinskaya,Tagansko-Krasnopresnenskaya,33,transport,10.74,6437000,137100,15.5,owner
S022857,2022-02-15,Butyrsky,SVAO,55.8082,37.59288,79.8,49.8,12.0,3,11,22,1972,khrushchev,2.7,True,cosmetic,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,14,walk,6.29,16578000,207700,22.5,owner
S022858,2026-02-04,Danilovsky,YuAO,55.72403,37.63531,88.5,53.5,17.0,4,13,17,1960,khrushchev,2.7,False,no_renovation,Oktyabrskaya,Koltsevaya,19,transport,3.44,17973000,203000,19.5,agency
S022859,2024-12-20,Zamoskvorechye,CAO,55.73566,37.63789,66.3,37.0,10.6,1,2,12,2023,modern_panel,2.5,True,cosmetic,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,13,transport,2.29,35245000,532000,23.5,agency
S022860,2020-03-19,Solntsevo,ZAO,55.63485,37.38507,71.7,47.6,10.9,2,3,9,2012,monolith,2.7,False,designer,Chekhovskaya,Serpukhovsko-Timiryazevskaya,81,transport,19.84,12208000,170200,8.5,agency
S022861,2023-11-02,Voykovsky,SAO,55.7933,37.50943,61.3,35.6,11.6,2,8,17,1963,khrushchev,3.0,True,cosmetic,Voykovskaya,Zamoskvoretskaya,9,walk,8.23,12963000,211500,15.5,agency
S022862,2020-12-14,Veshnyaki,VAO,55.72572,37.84682,70.4,45.9,12.3,3,5,5,1974,panel,3.0,True,cosmetic,Perovo,Kalininskaya,37,transport,14.49,6284000,89200,6.75,owner
S022863,2022-11-08,Mitino,SZAO,55.8455,37.35305,48.6,31.9,10.1,2,8,25,1964,khrushchev,2.8,True,cosmetic,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,11,walk,19.59,9738000,200500,10.0,agency
